epoch,time,discriminatorLoss,generatorLoss
0,34.828529834747314,0.3403165340423584,2.821834087371826
1,25.44217014312744,0.185612291097641,4.6232194900512695
2,25.410209894180298,0.36693939566612244,5.0277628898620605
3,26.558072805404663,0.10352005064487457,3.8152072429656982
4,25.538997888565063,0.27977487444877625,3.6356112957000732
5,24.852866649627686,0.478555291891098,3.341468095779419
6,24.9732449054718,0.4776800274848938,2.2428886890411377
7,25.87252378463745,0.6217911839485168,2.799588441848755
8,25.35117483139038,0.5459956526756287,2.2581284046173096
9,25.58083438873291,0.46542251110076904,2.856503486633301
10,25.545883178710938,0.525618851184845,1.9509574174880981
11,25.406540155410767,0.7082399129867554,2.0763466358184814
12,25.27546977996826,0.5289920568466187,2.238970994949341
13,25.254791021347046,0.9222391843795776,1.8205493688583374
14,24.71516513824463,0.8282216191291809,1.665393352508545
15,25.230388641357422,0.8149070739746094,1.3026729822158813
16,25.519678354263306,1.052714467048645,1.604968547821045
17,25.304533004760742,1.0815409421920776,1.3189456462860107
18,25.439640522003174,1.0342142581939697,1.4156723022460938
19,25.72274875640869,0.9269434213638306,1.27150559425354
20,25.336795568466187,1.2142870426177979,1.0159002542495728
21,25.948161840438843,1.0099236965179443,1.1983489990234375
22,25.607062101364136,0.9491957426071167,1.465590000152588
23,25.46773052215576,0.8556492328643799,1.9488956928253174
24,25.03200387954712,0.9805138111114502,1.609546422958374
25,33.36256670951843,1.1352019309997559,1.1555962562561035
26,28.79649329185486,0.9905459880828857,1.1693516969680786
27,26.511953353881836,1.0492050647735596,0.9800584316253662
28,25.662424325942993,1.1641652584075928,1.0937118530273438
29,25.629695892333984,0.9114498496055603,1.2604748010635376
30,25.40537428855896,1.0118826627731323,1.127493977546692
31,25.180405139923096,1.0812486410140991,1.1929805278778076
32,26.43604063987732,1.2898786067962646,0.9993891716003418
33,25.39644455909729,1.1294751167297363,1.0417073965072632
34,25.886064529418945,1.2856652736663818,1.2126799821853638
35,25.961721420288086,1.0100030899047852,1.1250125169754028
36,25.649573802947998,1.1177868843078613,1.055718183517456
37,25.59007239341736,1.033071756362915,1.1421724557876587
38,25.80350923538208,1.3024554252624512,1.122733473777771
39,26.131938219070435,1.0600969791412354,1.1172956228256226
40,25.943516731262207,1.2535983324050903,0.9792997241020203
41,25.5393705368042,1.2382853031158447,0.8507609367370605
42,27.448328733444214,1.2836415767669678,0.9545190334320068
43,25.187237977981567,1.1793384552001953,0.9739151000976562
44,25.819756031036377,1.1288622617721558,1.049513339996338
45,27.427368640899658,1.2325035333633423,0.9216840863227844
46,26.65261960029602,1.2874855995178223,1.023638129234314
47,26.226277351379395,1.2194719314575195,0.8650720715522766
48,25.825917959213257,1.1937425136566162,0.8972299098968506
49,25.425633192062378,1.2539887428283691,1.0369008779525757
